Geneid,SRR6671741,SRR6671742,SRR6671744,SRR6671745,SRR6671746,SRR6671748,SRR6671757,SRR6671770,SRR6671771,SRR6671776,SRR6671780,SRR6671781,SRR6671782,SRR6671790,SRR6671736,SRR6671739,SRR6671749,SRR6671752,SRR6671753,SRR6671754,SRR6671755,SRR6671764,SRR6671772,SRR6671773,SRR6671775,SRR6671777,SRR6671779,SRR6671789,SRR6671737,SRR6671738,SRR6671740,SRR6671743,SRR6671747,SRR6671750,SRR6671751,SRR6671756,SRR6671758,SRR6671759,SRR6671760,SRR6671761,SRR6671762,SRR6671763,SRR6671765,SRR6671766,SRR6671767,SRR6671768,SRR6671769,SRR6671774,SRR6671778,SRR6671783,SRR6671784,SRR6671785,SRR6671786,SRR6671787,SRR6671788,SRR6671791,SRR6671792
AAC74304.2,195,146.034,122,60,57.109,319,159.837,72.773,208.017,103.041,129.185,149,54,126.001,299.831,94.02,115.16,63.114,84.009,779,307.014,87,113.057,131.014,146.114,62,115.652,472.05,350,266,111.005,114,57.037,73.002,134.084,256.364,159.004,111.226,127.042,75,75.113,92.049,71.022,473.238,435.073,361,80,99.002,79,124,89.023,81.013,67.004,352.109,368.106,68.009,82.04
AAC74305.1,2980.378,2459.879,1782.801,776.366,793.529,7001.662,2932.505,2678.518,4586.319,2763.862,367.452,2635.114,1289.164,3116.646,2961.633,2486.452,2164.942,722.108,639.05,6708.001,2297.576,721.922,2124.945,1962.429,2066.752,1358.803,483.78,2059.11,2363.11,1656.233,2647.55,2301.234,621.64,1027.524,736.921,1551.089,2687.349,2212.028,2403.924,1256.105,1580.608,674.782,675.732,2890.999,2347.723,1305.374,2324.067,1536.627,454.483,605.452,3451.005,2316.41,1414.399,1940.166,2694.358,2850.951,1709.121
AAC74306.1,2499.218,1910.093,1837.572,1452.632,1312.786,5876.32,2333.936,1822.132,5285.357,1797.998,527.816,2303.914,857.705,2685.069,2089.839,2181.055,1556.388,1913.225,1613.443,5725.367,1398.139,1436.688,1543.307,1402.089,1942.895,1247.866,607.513,1738.881,1681.919,1755.216,2271.828,1523.497,1383.757,886.047,2115.057,1498.631,2187.705,1415.058,1548.523,1174.209,1426.847,1587.446,1343.547,2180.228,1880.807,1478.162,1787.134,1369.951,438.474,345.843,2884.575,1595.29,1367.125,1662.549,1811.91,2744,2328.483
AAC74307.1,24202.58,19665.097,10289.873,3290.227,2855.731,52359.902,25140.582,15466.857,32853.252,13724.153,31,202,74.001,20077.91,28232.987,28389.297,10194.713,3869.894,3551.082,55461.149,12964.779,4770.152,16630.905,10553.492,20285.159,7804.689,27,19350.612,18126.021,12759.218,29943.37,12519.104,2112.621,3305.247,3231.857,12870.027,22002.235,13401.127,12421.101,7071.289,9183.42,3644.793,3054.383,26488.629,18244.101,12442.618,19646.644,9454.344,30,14,27303.972,10356.492,9125.149,14982.234,18734.875,9715.3,6773.346
AAC74308.1,33065.627,45662.194,18182.22,7488.591,10443.798,168250.132,61285.845,30155.685,64215.678,38852.864,123,345.136,168.87,52291.195,72963.119,83049.582,21286.787,8881.821,10179.102,141872.494,30703.912,10368.982,41595.656,24648.729,41995.743,23864.694,129.001,29912.822,36847.115,25406.197,67569.617,26933.085,7897.898,6166.776,5055.449,17580.114,51172.863,29432.113,30785.761,17562.562,26436.239,6389.757,9022.849,66045.255,44685.965,27724.579,38698.919,20939.326,89,62,49563.461,11828.114,7471.429,26092.24,36679.967,19785.42,10694.158
AAC74309.1,12426.049,9811.698,6868.872,1143.521,2687.358,45732.806,11040.88,11468.107,23635.473,14245.742,56.179,167.329,124.425,14431.504,17810.879,22895.031,9889.757,3293.566,4671.579,33803.419,12111.923,3074.239,9933.767,11494.708,7292.521,9125.519,59.001,8475.362,14065.893,8660.073,16490.655,11508.079,1873.772,3508.572,1000.277,6164.665,8971.756,10001.88,12219.931,7630.154,11492.268,993.161,2456.838,17216.445,14753.738,10614.437,7295.46,9834.081,37.255,52,11728.827,5159.705,3184.366,5347.243,10239.779,8744.853,4758.135
AAC74310.1,4908.259,2927.749,3058.749,265.342,936.781,14379.169,3311.029,3874.884,8061.986,5271.43,27.847,60.519,48.769,5400.359,5854.698,7441.965,3860.318,1066.716,1684.208,10362.494,4248.493,1275.827,3247.4,4307.429,2051.957,3560.225,32.427,3156.981,5505.611,4255.382,5456.804,4274.958,663.503,1499.93,301.957,2329.099,2567.002,3296.391,4629.874,3069.449,4301.747,282.132,969.729,5695.131,5509.657,4280.161,1916.532,4033.097,23.956,24.54,3351.242,1734.098,1116.627,1615.974,3510.547,4126.324,2392.635
AAC74311.1,5205.024,2581.119,3057.082,148.28,496.073,12045.104,2498.066,3126.138,7083.306,4149.107,16.003,35.015,31.457,4867.196,5327.697,6739.146,3708.628,878.476,1476.893,8637.879,3918.521,843.905,2937.983,4159.54,1462.401,2697.496,35.669,3022.049,5199.27,4414.048,5212.025,4101.274,429.324,1213.718,163.444,2442.628,1987.478,3373.328,4243.209,2778.239,3834.179,206.031,711.484,5176.189,5203.028,3790.993,1533.402,3729.621,23.873,19.46,3039.944,1944.618,1061.497,1262.926,2979.31,3306.291,1958.245
AYC08197.1,12,7,12,0,4,15,2,1.001,6,6,3,4,0,21,5,8,7,7.381,9.061,18,3,6,6,5,9,5.003,1,3,7,6,12,8,4,2,6,6,5,9.997,6,5,5,4,6.001,10,13,4,2,9,1,1,6.005,5,2,3,7,11.001,21.863
AAC74313.2,19,17,43,180.487,134.429,29,21.075,13.999,82,10.854,90,5,2,59.715,8,11,8,130,145.903,50,9,80.111,16,15,26.022,25.997,50,12,11,16,13,17,195.495,34,276.65,12,22,13.003,14,14,24.813,117.823,124.636,11,7,17,15,10.413,14,6,20,16,32,10,11.017,174.133,246.817
AAC74314.1,1040.513,820.53,950.861,795.292,617.303,2161.826,1004.071,695.25,1926.337,1005.924,823.76,1960.124,642.867,699.884,990.08,864.955,886.318,647.024,549.794,2455.785,848.193,853.421,703.674,815.394,890.832,769.846,789.238,931.429,875.297,800.767,854.036,838.575,564.617,875.798,757.717,730.321,1021.884,735.929,902.503,708.151,879.047,1009.834,717.929,855.642,774.816,904.095,621,817.153,730.293,676.325,765.254,591.443,618.566,825.889,948.137,620.099,689.392
AAC74315.1,661.602,378.665,549.219,437.764,305.482,956.549,441.515,292.501,931.993,408.712,322.405,1426.901,438.472,363.842,429.141,389.253,405.326,306.612,238.396,1202.065,403.038,431.766,331.298,430.326,390.859,358.5,317.601,445.863,375.101,374.058,428.089,380.207,241.032,506.06,392.436,344.584,479.27,336.877,373.982,322.802,394.68,485.554,319.198,393.765,362.436,476.745,277.42,425.778,276.815,331.916,340.16,326.724,268.046,359.649,428.321,323.259,299.014
AAC74316.2,645.845,436.426,443.046,389.01,290.223,906.854,519.615,218,684.362,359.974,299.516,822,337.959,371.214,462.579,485.447,398.678,489.818,407.519,1352.105,381.787,493.647,380.551,379.073,488.961,285.763,313.112,505.624,426.676,417.167,465.716,361.083,313.919,345.764,639.519,353.103,561.659,365.944,359.461,277.738,349.449,554.091,347.607,497.051,413.157,425.431,274.404,336.509,216,426.127,294.955,274.58,254.42,469.818,500.172,280.912,365.259
AAC74317.1,507.474,365.226,388.992,308.09,233.796,739.165,406.881,196.011,507.64,372.826,241.877,2806.196,1483.02,275.165,786.521,409.309,305.892,349.036,322.224,2090.283,724.511,393.005,289.863,332.411,376.087,225.055,276.043,1152.765,643.207,543.332,405.916,339.721,243.528,271.364,490.054,695.67,416.598,320.567,354.891,261.602,299.12,406.43,337.567,1090.408,985.259,661.779,179.627,275.02,168,395.644,241.205,220.42,198.004,1054.357,986.112,192.301,234.182
AAC74318.1,5065.911,4263.814,4612.945,3068.883,2414.603,7216.325,4634.901,2338.43,6135.802,3938.399,1605.23,17301.159,8313.24,2842.732,7605.861,3527.479,2949.332,1573.747,1497.195,27414.948,12558.835,2430.282,3366.652,3701.317,4210.189,2831.862,1938.782,17454.814,12285.444,7941.422,3971.516,4323.944,2057.602,2269.539,1466.95,9821.335,4705.408,3497.337,3637.36,2964.295,3531.379,2478.901,1807.824,14802.855,14566.862,12914.596,2244.45,3181.325,1789.701,2516.023,2940.803,2550.799,2180.489,16709.318,14846.326,1633.843,1548.332
AAC74319.1,13224.656,11652.041,14718.557,26135.231,25280.203,9559.031,13060.392,3215.935,8532.41,11221.098,7219.864,59253.836,24786.618,5399.083,11111.247,8222.87,4417.975,37291.181,33974.697,38714.623,12542.383,40023.7,8931.639,9431.716,11852.851,10736.306,8370.593,13380.52,13788.527,11746.49,8543.802,11007.656,19993.123,4151.582,39683.685,9335.029,13849.305,8801.146,9838.911,8537.191,10773.911,41163.802,36029.514,13883.222,12641.738,11669.306,3318.636,8178.71,6448.408,33156,4950.335,3482.86,3368.351,13936.048,14708.299,3478.496,3012.23
AAC74320.1,626.759,336.252,727.017,307.702,234.209,441,336.181,175.701,777.901,429.122,131.002,309.321,71.011,142.19,246.185,379.417,231.204,646.959,637.539,1022.558,394.297,440.875,226.743,374.274,276.212,547.996,91.035,342.055,401.101,455.664,377.021,427.551,213.424,345.593,689.988,358.409,347.688,349.491,428.453,496.343,535.206,384.198,357.399,314.176,334.605,503.299,103.021,463.06,107,329.682,172.098,216.005,245.627,273.864,329.937,71.002,76.003
AAC74323.1,180177.199,123164.949,152629.581,14646.452,25348.997,348386.619,140698.227,215426.836,364384.388,213877.872,8326.478,83411.085,59538.924,60012.794,96408.333,148261.344,204521.399,13993.723,13925.452,359615.192,200298.046,35225.25,102830.232,216794.939,108880.883,121506.041,10110.508,104773.458,140474.503,51927.684,138331.11,207380.672,14308.227,130845.132,6918.217,83353.602,131428.526,185478.548,188728.101,127568.18,153840.151,13831.618,20982.117,128189.008,132946.531,119463.785,98445.47,102190.976,6206.837,8413.542,146631.398,158462.346,106993.879,89577.276,176970.945,60575.082,36919.485
QNV50524.1,11,6,4,11,10.999,4,4.964,1,4,5,13,9,6.724,3,7,8,2,25.999,8.998,15.732,2,10,2,3,12.923,8,14.971,3.987,9,11,6.825,3,15,5,21,3,5,2,4,5.95,6,19,9.32,0,4,3,4,2.911,3,7,1,2,3,4,7,7.881,9.945
AAC74324.1,283,189.003,267.251,347,259.557,486,177.367,183.042,716,164.588,205.122,83,44.276,226.18,126.122,159.001,216.008,453.727,416.324,511.286,144.192,352.667,168.046,219.025,190.109,144.024,143.737,142.013,179.472,228.424,171.175,195.12,324.395,197.426,548.259,175,175.457,163.419,212.648,158.581,180.15,363.657,334.11,150,148.136,226.518,162.848,178.487,70,60.002,190.16,213,233.863,133.047,132.046,367.119,389.161
AAC74325.1,13325.94,9782.245,13577.163,15787.411,12433.939,28085.144,10524.672,8600.436,31580.656,10408.045,7225.694,10216.01,3370.06,9808.463,10826.938,9938.359,8760.136,11832.756,11609.73,35643.987,8637.832,12546.818,8109.625,8949.641,9617.54,10070.97,6214.962,11947.408,9874.544,7612.855,11120.917,9265.598,16640.704,11236.168,20602.854,8515.582,11814.487,8368.007,9331.552,8948.273,10790.11,17978.156,14060.257,12374.399,8335.349,11894.245,7730.111,8459.124,4984.001,6907.66,12021.303,7882.309,10901.132,15213.42,12199.045,11316.068,15973.686
AAC74326.1,1238.177,1170.124,1173.522,991.626,640.3,3681.899,1099.803,1294.335,4078.857,1332.292,478.486,173.429,77.635,1204.97,1501.212,1190.451,1017.228,908.298,980.6,4091.855,1347.446,1227.973,917.774,1195.644,1074.088,1277.034,283.45,1217.098,1608.923,1342.995,1063.407,1254.635,838.876,1384.094,1582.41,774.078,1164.152,853.106,1317.062,1157.457,1565.642,1678.783,1301.1,1602.441,1230.006,1952.357,998.012,1121.917,496.324,311.513,1344.469,714.066,1183.582,1638.81,1503.504,1192.19,1803.076
AAC74327.1,2646.535,1872.762,3267.331,2445.931,1450.542,5272.829,1739.179,1981.856,6677.226,1943.256,953.222,528.066,174.39,2260.535,2215.403,1854.684,2053.051,1736.757,2165.607,6055.803,2272.684,2261.09,1505.477,2244.619,1471.057,2299.825,879.104,2400.493,2842.214,2419.998,1882.028,2279.208,1760.349,2831.533,2515.578,1780.245,1846.38,1367.32,1843.305,2162.214,2551.236,4182.389,2999.67,2633.024,2335.323,3423.621,1274.052,2058.775,971.174,466.997,2068.616,1848.078,2521.463,2036.908,2228.769,2423.042,3999.805
AAT48129.1,4178.853,3104.356,6046.43,3568.147,1929.399,7606.66,2806.183,2404.913,9561.53,2877.222,1695.454,1312.747,381.973,3777.165,3723.737,3026.211,3513.429,2227.702,2866.356,9108.22,3403.617,2965.052,2665.002,3297.106,2415.945,3334.595,1730.788,4275.849,4689.153,3323.033,3032.494,3372.927,2469.299,4052.801,2900.189,2932.99,3015.636,2596.913,2883.706,3250.296,4265.599,6127.712,3852.371,4200.979,3870.263,5148.517,1881.29,3355.04,1680.748,824.922,3248.657,3190.357,3662.573,3292.145,3511.315,3686.348,6045.967
AAC74329.1,4468.21,3103.443,5783.379,3561.743,1824.631,8050.67,2801.022,2180.619,9310.018,2752.173,2019.604,1927.887,600.678,3412.746,3665.45,3159.572,3409.363,2191.736,2483.457,10128.636,3174.977,2860.111,2588.619,3279.168,2428.589,3187.82,2085.253,4554.049,4191.654,4110.682,3181.212,3205.607,2462.268,3780.801,2710.423,3255.91,3016.503,2455.597,2832.221,3205.178,3867.372,5596.93,3648.597,4025.544,3343.254,4856.299,1681.227,3444.837,1813.495,904.571,2903.019,2789.791,3165.896,3340.531,3661.859,3273.705,5486.92
AAC74330.2,693.866,440.975,409.997,394.343,410.562,930.224,566.558,227.253,611.248,470.412,241.77,999.011,404.51,400.137,503.146,483.48,352.24,759.061,441.436,1697.079,414.233,435.529,377.275,346.89,495.83,321.343,331.543,620.686,453.933,1095.268,509.956,410.243,286.365,273.616,738.851,388.094,543.856,401.658,504.99,279.068,324.388,424.488,347.684,509.122,487.111,379.213,220.725,313.273,238.919,485.164,219.325,216.736,143.621,624.214,656.376,338.769,216.523
AAC74331.1,1559.752,1482.082,1118.059,1032.218,855.412,2416.481,1783.687,466.006,1275.967,952.802,1003.284,2062.004,918.195,913.58,1581.405,1179.516,801.124,1915.38,1668.803,4673.616,1075.5,1043.597,1173.839,899.087,1563.26,649.276,861.33,1599.791,1202.972,1295.874,1128.328,902.261,995.923,568.808,2648.065,955.308,1846.059,1033.118,989.834,759.761,787.489,1248.646,960.359,1606.433,1209.036,1056.513,749.365,823.09,748.509,1692.622,667.81,566.463,384.378,1933.369,1621.841,501.737,654.451
ABP93442.1,163,48.021,110,104,108.189,79.424,80.028,48.003,100,71.123,68,120,68.488,55.977,42.017,55.718,56.461,105.02,78.336,188,70.038,89.212,54.02,71.224,71,39,79.663,59,72,102.277,110,75,86.968,44,103.026,71.293,70.023,81.85,64.227,58,51,97.004,93.056,58,58.194,68,36,62,19,37,32,86,66.095,57,61.009,75,50.108
AAC74332.1,518.003,310.987,268,100.993,77.096,564,371.496,224.454,355,327.54,70.04,259,116.018,164.045,328.63,298.556,288.087,173.101,161.937,959.037,311.848,169.119,256.206,348.492,346.46,186.057,100.04,336.238,378.843,282.024,302.138,352.447,67.002,102.01,252.988,252.917,392.048,409.453,362.092,188.001,193.067,217.933,185.039,309.01,308.654,195.001,200,221.017,63.007,227.023,221.679,228,102.008,292.464,367.455,74.106,71.022
AAC74333.2,863.826,836.013,323,67,46.361,1342.496,910.674,333.065,518.015,479.592,301.169,1900.423,820.326,436.883,1079.736,604.195,430.611,89.306,62.11,2221.259,525.387,108,626.168,469.508,842.109,168.182,346.243,801.763,580.755,489.653,691.217,554.818,58,156.328,92.026,459.249,855.896,553.061,536.313,211.255,249.657,121.028,77.788,885.887,537.004,289.02,566.183,267.847,289,910.593,591.801,364,192.491,1013.57,732.794,140.359,123.51
AAC74334.1,281,295.006,160,209,90.3,514,433.392,79.087,243.002,104.118,989.795,3418.306,1163.374,213.116,610.702,186.224,114,119.006,147.072,1058.006,116.294,141.24,218.02,112.025,409.731,86.004,855.015,264.005,255.012,184.215,211,127.367,168.754,75.02,396.511,187,446.52,121.027,95.013,103.348,101.115,257.086,185.98,375.025,164.566,139.009,256,125.141,413.083,2308.286,301.248,120.004,74,639.312,211.308,81.035,85
AAC74335.1,809.594,364.054,664.103,371.031,200.605,698.402,288.3,229.156,964.927,358.658,165.095,286,130,282.248,260.745,403.887,412.973,330.161,254.297,820.378,294.754,252.626,292.262,421.479,340.983,365.506,175.922,331.757,333.609,848.305,422.8,395.545,223.454,422.261,352.077,468.533,308.093,376.927,402.066,354.153,434.357,283.258,221.739,294.201,322.995,391.063,158.41,478.044,157.139,43.155,222.289,319.887,398.238,240.093,260.492,233.619,209.582
AAC74336.1,852.974,553.949,778.356,599.657,416.819,1611.825,616.966,533.088,1718.999,549.699,233.169,1772.644,607.447,494.211,1198.144,575.436,612.203,2143.519,1672.562,1841.233,667.822,693.441,521.226,524.244,513.291,470.184,305.363,824.159,1125.529,1086.636,600.846,559.685,431.73,603.286,1646.787,607.41,653.455,449.135,526.171,479.324,564.123,673.529,576.875,1068.511,955.212,1057.311,480.656,546.212,255.586,426.578,648.448,597.216,647.373,666.733,654.489,370.812,346.561
AAC74337.1,1000.711,788.864,1017.575,631.348,475.609,1997.854,672.924,679.21,2252.52,665.269,258.476,4084.647,1198.098,629.824,1402.522,641.991,741.45,1212.771,1144.874,2316.737,717.104,697.517,618.388,637.656,688.26,624.593,251.818,945.007,1338.848,1243.647,722.863,693.621,442.977,706.906,1250.3,754.67,749.661,533.57,615.146,593.891,746.01,733.153,623.43,1327.515,1002.042,1178.723,636.644,640.936,242.63,650.212,796.903,693.626,789.924,856.268,788.767,478.862,461.645
AAC74338.1,1550.269,1188.474,796.195,696.003,1015.74,3211.305,1579.863,1075.207,2825.83,1626.868,9,85,64,1113.995,908.836,1113.455,1268.865,1702.648,1554.423,4134.569,1539.51,1346.556,951.771,1288.409,1491.21,1057.953,7.002,1196.357,1147.243,622.915,860.525,1353.962,753.342,733.471,794.001,589.586,1429.304,945.158,1645.956,868.273,1330.697,584.693,901.7,1006.611,1089.541,885.277,776.943,750.055,5,16,893.49,635.057,715.201,1216.222,1736.945,1574.957,1447.211
AAC74339.1,21.42,34.062,19.719,28,25.275,33.344,20.008,10.461,18,21,25,55.94,19.874,17,18.945,19,12,24,28.005,133.449,46.721,18.973,16.82,22.938,19.8,8,22,105.691,29.748,19,25.416,14.89,27.491,4,35,27.976,23,24,18.893,9,13,27.01,15.108,26.42,20,24,9,13,8.925,26,14,10,4,97.704,74.613,18,15
AAC74340.1,17.58,2.938,7.281,3,9.726,11.656,7.992,5.275,7,4,6,34.06,6.126,3,13.055,8,5,3,4,94.029,26.279,10.027,4.18,4.081,9.2,1,7,73.309,18.283,11,10.584,3.11,10.528,0,0,14.024,10,11,5.107,2,1,14.99,7,15.58,21.062,11,2,2,2.075,13.023,6,7,2,89.396,47.582,4,1
AAC74341.2,5,2,2,0,0,3,0,1,0,2,1,15,4,1,6,2,2,1,0,51.522,12,1,1,2,1,0,2,33.334,5,3,3,2,0,0,1,9,2,3,0,1,0,2,3,9,4,4,2,0,3,6,2,1,0,59.894,26.03,0,0
AAC74342.1,372.88,474.996,245.458,178.554,126.858,924.322,557.458,208.856,374.492,358.457,307.743,1226.286,486.362,294.576,534.616,412.35,220.894,92.772,101.565,1671.406,413.658,106.875,379.304,282.167,490.138,217.129,536.745,523.319,366.378,224.307,412.872,309.666,128.383,114.645,177.086,207.067,574.252,274.764,321.432,167.404,258.652,302.598,99.327,612.571,307.241,240.465,308.439,166.858,721.769,1029.287,289.56,146.518,93.999,795.637,498.515,107.024,138.437
AAC74343.1,413.829,655.263,260.076,287.021,169.095,1173.519,717.048,267.46,500.015,470.583,433.214,1772.702,632.067,377.844,723.223,489.623,268.118,162.899,145.939,2266.531,523.797,243.548,502.572,348.553,623.488,227.005,711.144,673.821,433.399,235.544,513.846,385.562,172.724,204.343,347.841,283.535,756.558,383.863,384.296,239.537,297.32,546.143,214.907,731.052,384.312,359.846,344.001,205.959,966.63,1185.713,287.602,168.693,104.954,1010.253,697.79,169.573,207.645
AAC74344.3,145.737,223.148,77.181,186.135,114.654,411.094,246.161,68.609,159.521,92.597,301.726,1422.047,521.238,148.077,265.003,143.974,75.839,164.116,123.657,821.744,135.789,141.218,178.523,123.291,223.462,63.965,368.627,202.719,157.044,115.038,125.348,116.52,140.592,67.967,392.766,71.659,235.962,108.992,103.09,56.885,80.95,399.12,139.731,234.98,152.231,129.101,119.225,89.561,417.388,618.23,123.29,48.977,40.091,362.449,207.876,78.157,118.821
AAC74345.1,55.896,70.076,55.098,83.501,57.294,143.909,76.168,33.577,81.905,58.479,112.666,383.748,132.582,53.958,62.698,49.604,28.33,73.443,81.29,186.711,73.603,52.525,43.948,45.572,63.299,49.913,112.544,59.423,50.58,66.535,45.085,48.216,66.293,32.684,151.413,29.915,78.827,54.399,38.432,47.465,42.97,138.574,63.501,72.87,39.055,61.09,39.245,32.279,99.523,157.014,51.667,39.828,31.404,93.704,64.488,50.263,63.856
AAC74346.1,29.876,22.431,27.235,51.021,35.617,90.251,30.76,16.18,67.714,17.218,40.855,108.938,41.241,26,34,19.218,19.913,52.869,78.63,91.874,15,47.35,15.965,17,34.439,28.527,41.864,29.448,22.372,19,25.921,27.562,42.577,28.584,105.465,15.066,34.555,27,17.166,18.797,37.468,89.9,59.305,23.29,17.393,23.631,30.196,19,26.024,35.443,35.059,12.986,27.601,44.708,21.261,36.087,55.583
AAC74347.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AAC74348.1,931.343,460.262,693.859,490.706,464.698,1395.876,534.87,496.783,1829.183,559.153,423.155,2159.416,823.338,564.404,448.926,522.828,574.595,495.901,518.402,1622.361,451.334,690.068,389.922,474.787,418.98,498.756,478.203,520.939,502.339,462.182,551.016,499.102,355.142,691.284,638.497,459.685,527.972,452.954,511.206,441.776,505.631,776.867,588.341,537.124,505.506,558.04,401.991,517.75,257.147,502.34,532.085,497.101,611.365,537.609,571.393,770.684,697.644
AAC74349.2,1153.84,625.935,857.777,498.446,486.691,1714.951,771.076,668.661,2094.791,714.802,710.527,3160.176,1255.047,759.835,701.524,714.971,704.41,481.332,487.874,2214.819,689.26,707.247,542.383,667.068,652.959,589.591,749.906,853.733,708.621,587.004,862.36,712.185,374.133,742.124,538.758,551.03,773.823,591.321,641.839,559.579,637.19,683.888,619.475,769.802,609.606,662.747,538.859,600.694,380.657,821.522,784.182,693.135,806.904,856.387,835.601,995.134,809.806
AAC74350.1,199.914,148.623,183.614,185.02,128.826,248.101,111.808,68.967,297.544,119.961,159.875,320.933,129.569,173.703,112.457,120.498,100.445,131.683,143.427,419.48,107.644,173.341,115.837,108.862,113.333,117.48,158.532,161.936,128.645,120.731,157.957,128.793,124.81,140.55,223.92,130.702,125.782,96.35,105.337,112.685,137.622,174.421,157.951,127.091,115.382,150.682,79.35,124.258,56.196,106.615,74.441,75.573,129.773,175.821,135.509,179.682,236.142
AAC74351.1,2657.944,1001.145,3301.864,7276.98,4621.052,3007.124,1138.818,1462.249,7174.198,1556.552,2077.614,2133.308,618.036,3058.666,1116.615,1168.559,2174.993,9570.646,8048.73,2323.004,1201.227,4206.794,825.48,1898.778,1091.27,2078.864,1593.003,1052.849,1615.676,1655.528,1082.197,1899.372,5295.761,3601.135,11747.326,1610.16,1292.161,1076.305,1581.589,2158.599,2684.943,5499.331,3707.889,860.166,1107.41,2631.829,610.878,2764.55,1244.669,239.589,1008.339,1444.01,3065.652,793.645,1063.817,3873.299,5379.528
AAC74352.1,515.992,428.458,257.219,171.602,137.199,1006.251,558.821,276.703,560.212,336.312,525.464,3220.709,1607.369,294.626,667.508,391.397,292.849,116.821,88.084,2226.66,633.033,194.347,335.952,286.757,453.072,209.557,1009.13,963.612,530.934,351.567,429.2,306.464,100.16,173.834,171.86,534.429,524.111,273.756,294.654,178.886,209.12,197.949,167.369,836.368,670.294,458.391,320.261,248.225,512.56,708.916,377.606,253.957,155.168,985.676,916.838,191.341,118.592
